,Statement Author,Statement,Rating,cleaned,statement_length,word_count,sentence_count,unique_words,lexical_richness,punctuation_count,noun_%,pronoun_%,verb_%,adj_%,determiner_%,foreign_%,cleaned_tokenized
196,Jane O’Meara Sanders,"""@BernieSanders receives strong support from the conservative & most rural part of Vermont.""",true,berniesanders receives strong support conservative rural part vermont,92,69,1,13,12.0,5,0.23529411764705882,0.0,0.0,0.23529411764705882,0.058823529411764705,0.0,"['berniesanders', 'receives', 'strong', 'support', 'conservative', 'rural', 'part', 'vermont']"
197,Amy Klobuchar,"“The majority of hunters now want universal background checks, the majority of Trump voters.”",true,majority hunter want universal background check majority trump voter,93,68,1,10,31.50000000000001,2,0.4444444444444444,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,"['majority', 'hunter', 'want', 'universal', 'background', 'check', 'majority', 'trump', 'voter']"
198,Joe Biden,"“From the moment we passed that signature legislation, Mike (Bloomberg) called it a disgrace.”",true,moment passed signature legislation mike bloomberg called disgrace,94,66,1,14,15.0,4,0.4,0.1,0.1,0.0,0.1,0.0,"['moment', 'passed', 'signature', 'legislation', 'mike', 'bloomberg', 'called', 'disgrace']"
199,Tom Barrett,"Says since he took office, the City of Milwaukee has seen the creation of 7,000 new affordable housing units.",true,say since took office city milwaukee seen creation new affordable housing unit,109,78,1,15,45.359999999999985,3,0.2857142857142857,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,"['say', 'since', 'took', 'office', 'city', 'milwaukee', 'seen', 'creation', 'new', 'affordable', 'housing', 'unit']"
200,Denver Riggleman,“Over 50% of the people now in the House and state Senate have not been born in Virginia.”,true,people house state senate born virginia,90,39,1,14,45.359999999999985,2,0.36363636363636365,0.0,0.13636363636363635,0.0,0.09090909090909091,0.0,"['people', 'house', 'state', 'senate', 'born', 'virginia']"
201,Cory Booker,National polls have “never predicted who will be president from our party. Carter was in the single digits a few months before caucuses. Bill Clinton was. Obama — 20 points behind in the national polls roughly.”,true,national poll never predicted president party carter single digit month caucus bill clinton obama point behind national poll roughly,211,132,4,28,68.59999999999998,4,0.2857142857142857,0.023809523809523808,0.19047619047619047,0.07142857142857142,0.07142857142857142,0.0,"['national', 'poll', 'never', 'predicted', 'president', 'party', 'carter', 'single', 'digit', 'month', 'caucus', 'bill', 'clinton', 'obama', 'point', 'behind', 'national', 'poll', 'roughly']"
202,Jake Tapper,"“Traditionally, the Speaker says: ‘Members of Congress, I have the high privilege and distinct honor of presenting to you the President of the United States.’ (Tonight) Speaker Pelosi said, ‘Members of Congress, the President of the United States.’ """,true,traditionally speaker say member congress high privilege distinct honor presenting president united state tonight speaker pelosi said member congress president united state,250,172,1,16,31.25874125874126,10,0.37254901960784315,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.11764705882352941,0.0,"['traditionally', 'speaker', 'say', 'member', 'congress', 'high', 'privilege', 'distinct', 'honor', 'presenting', 'president', 'united', 'state', 'tonight', 'speaker', 'pelosi', 'said', 'member', 'congress', 'president', 'united', 'state']"
203,James White,"Says ""10% of U.S. children are Texans.""",true,say u child texan,39,17,1,7,7.0,6,0.36363636363636365,0.0,0.09090909090909091,0.0,0.0,0.0,"['say', 'u', 'child', 'texan']"
204,Elizabeth Warren,"""The president of the United States already has the legal authority to reduce the price of many commonly used prescription drugs.""",true,president united state already legal authority reduce price many commonly used prescription drug,130,96,1,16,30.870000000000005,3,0.2916666666666667,0.0,0.041666666666666664,0.125,0.16666666666666666,0.0,"['president', 'united', 'state', 'already', 'legal', 'authority', 'reduce', 'price', 'many', 'commonly', 'used', 'prescription', 'drug']"
205,Pete Buttigieg,"""More than 80% of Republicans think we ought to at least be doing universal background checks.""",true,republican think ought least universal background check,95,55,1,16,15.0,4,0.2,0.05,0.15,0.05,0.0,0.0,"['republican', 'think', 'ought', 'least', 'universal', 'background', 'check']"
206,Charles Schumer,"""The American people are overwhelmingly with us"" in calling witnesses in Senate trial",true,american people overwhelmingly u calling witness senate trial,85,61,1,11,47.320000000000036,2,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,"['american', 'people', 'overwhelmingly', 'u', 'calling', 'witness', 'senate', 'trial']"
207,Michael Bloomberg,"""Mayor Bloomberg helped lower the number of uninsured by 40 percent, covering 700,000 more New Yorkers""",true,mayor bloomberg helped lower number uninsured percent covering new yorkers,103,74,1,16,14.0,4,0.3157894736842105,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.0,"['mayor', 'bloomberg', 'helped', 'lower', 'number', 'uninsured', 'percent', 'covering', 'new', 'yorkers']"
208,Facebook posts,"""Twitter is banned in Iran.""",true,twitter banned iran,28,19,1,5,5.0,3,0.25,0.0,0.125,0.0,0.0,0.0,"['twitter', 'banned', 'iran']"
209,Tammy Baldwin,"Witnesses have been part of ""every other impeachment trial the Senate has ever had.""",true,witness part every impeachment trial senate ever,84,48,1,14,14.0,3,0.23529411764705882,0.0,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.0,"['witness', 'part', 'every', 'impeachment', 'trial', 'senate', 'ever']"
210,Andrew Cuomo,"""We have the lowest corporate tax rate since 1968.""",true,lowest corporate tax rate since,51,31,1,9,8.0,3,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,"['lowest', 'corporate', 'tax', 'rate', 'since']"
211,Facebook posts,"Florida is ""the 45th in state education funding.""",true,florida th state education funding,49,34,1,8,8.0,3,0.36363636363636365,0.0,0.0,0.0,0.09090909090909091,0.0,"['florida', 'th', 'state', 'education', 'funding']"
212,Facebook posts,"In 1988, in response to Iran’s attack on the U.S.S. Samuel Roberts, President Ronald Reagan ""destroyed half of Iran’s Navy.""",true,response iran attack u samuel robert president ronald reagan destroyed half iran navy,124,85,2,16,28.211147540983603,8,0.4666666666666667,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,"['response', 'iran', 'attack', 'u', 'samuel', 'robert', 'president', 'ronald', 'reagan', 'destroyed', 'half', 'iran', 'navy']"
213,Bernie Sanders,"""We end the $100 billion a year that the health care industry makes.""",true,end billion year health care industry make,69,42,1,11,40.319999999999986,4,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.0,0.17647058823529413,0.0,"['end', 'billion', 'year', 'health', 'care', 'industry', 'make']"
214,Elizabeth Warren,"""Look at the men on this stage. Collectively, they have lost 10 elections. The only people on this stage who have won every single election that they’ve been in are the women, Amy and me.""",true,look men stage collectively lost election people stage every single election woman amy,188,86,3,26,53.94666666666666,7,0.18181818181818182,0.06818181818181818,0.18181818181818182,0.045454545454545456,0.13636363636363635,0.0,"['look', 'men', 'stage', 'collectively', 'lost', 'election', 'people', 'stage', 'every', 'single', 'election', 'woman', 'amy']"
215,Viral image,"A man at ""the storming of the U.S. embassy"" in Iraq visited the White House in 2011.",true,man storming u embassy iraq visited white house,84,47,1,13,26.97333333333333,5,0.35,0.0,0.05,0.0,0.2,0.0,"['man', 'storming', 'u', 'embassy', 'iraq', 'visited', 'white', 'house']"
216,Ron Johnson,"The United States is the only nation ""that grants legal permanent residency to more than a million people per year.""",true,united state nation grant legal permanent residency million people per year,116,75,1,18,111.99999999999991,3,0.30434782608695654,0.0,0.0,0.13043478260869565,0.13043478260869565,0.0,"['united', 'state', 'nation', 'grant', 'legal', 'permanent', 'residency', 'million', 'people', 'per', 'year']"
217,Elizabeth Warren,"""Last year, 36 million Americans didn’t have a prescription filled because they couldn’t afford it.""",true,last year million american prescription filled afford,100,53,1,15,14.0,4,0.30434782608695654,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.0,"['last', 'year', 'million', 'american', 'prescription', 'filled', 'afford']"
218,Andrew Yang,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",true,black woman likely die complication childbirth,91,46,1,13,35.84,7,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.0,"['black', 'woman', 'likely', 'die', 'complication', 'childbirth']"
219,Amy Klobuchar,"Says Pete Buttigieg ran statewide in Indiana and ""lost by 20 points.""",true,say pete buttigieg ran statewide indiana lost point,69,51,1,12,11.0,3,0.26666666666666666,0.0,0.13333333333333333,0.0,0.0,0.0,"['say', 'pete', 'buttigieg', 'ran', 'statewide', 'indiana', 'lost', 'point']"
220,Bernie Sanders,"Real wages ""went up last year 1.1%.""",true,real wage went last year,36,24,1,7,6.0,5,0.2727272727272727,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,"['real', 'wage', 'went', 'last', 'year']"
221,Joe Biden,"California firefighters decided ""to speak out"" against President Trump because his tweet about the state’s wildfires ""contained so much misinformation.""",true,california firefighter decided speak president trump tweet state wildfire contained much misinformation,152,103,1,20,20.0,5,0.3333333333333333,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.0,"['california', 'firefighter', 'decided', 'speak', 'president', 'trump', 'tweet', 'state', 'wildfire', 'contained', 'much', 'misinformation']"
222,Jim Justice,"Says a new annual report shows that ""West Virginia’s tourism industry has grown for the second consecutive year, reversing years of decline and outpacing national growth by 58 percent.""",true,say new annual report show west virginia tourism industry grown second consecutive year reversing year decline outpacing national growth percent,185,144,1,29,28.0,4,0.3142857142857143,0.0,0.11428571428571428,0.14285714285714285,0.05714285714285714,0.0,"['say', 'new', 'annual', 'report', 'show', 'west', 'virginia', 'tourism', 'industry', 'grown', 'second', 'consecutive', 'year', 'reversing', 'year', 'decline', 'outpacing', 'national', 'growth', 'percent']"
223,Rob Hutton,"A ""study showed as many as one in four people have had a package stolen from their residence.""",true,study showed many one four people package stolen residence,94,58,1,14,45.359999999999985,3,0.19047619047619047,0.047619047619047616,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.0,"['study', 'showed', 'many', 'one', 'four', 'people', 'package', 'stolen', 'residence']"
224,Mark Walker,Says the cartels are so bad in a Mexican border state that the U.S. government issued a ‘Do Not Travel’ warning -- the same warning it issued for Syria.,true,say cartel bad mexican border state u government issued travel warning warning issued syria,152,91,1,20,47.096,5,0.34375,0.03125,0.09375,0.125,0.15625,0.0,"['say', 'cartel', 'bad', 'mexican', 'border', 'state', 'u', 'government', 'issued', 'travel', 'warning', 'warning', 'issued', 'syria']"
225,Ron Kind,"""I am the only member of Congress that voted for both inquiries -- the Clinton inquiry and now the Trump inquiry.""",true,member congress voted inquiry clinton inquiry trump inquiry,114,59,1,18,37.333333333333336,5,0.2916666666666667,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.16666666666666666,0.0,"['member', 'congress', 'voted', 'inquiry', 'clinton', 'inquiry', 'trump', 'inquiry']"
226,Elizabeth Warren,"""If we make no changes over the next 10 years, Americans will reach into their pockets and pay out about $11 trillion on insurance premiums, copays, deductibles and uncovered medical expenses.""",true,make change next year american reach pocket pay trillion insurance premium copays deductible uncovered medical expense,193,118,1,29,235.4800000000003,7,0.23684210526315788,0.05263157894736842,0.07894736842105263,0.07894736842105263,0.05263157894736842,0.0,"['make', 'change', 'next', 'year', 'american', 'reach', 'pocket', 'pay', 'trillion', 'insurance', 'premium', 'copays', 'deductible', 'uncovered', 'medical', 'expense']"
227,Shelley Moore Capito,"""On average, one person dies by suicide every 22 hours in West Virginia.""",true,average one person dy suicide every hour west virginia,73,54,1,13,12.0,4,0.4117647058823529,0.0,0.0,0.0,0.058823529411764705,0.0,"['average', 'one', 'person', 'dy', 'suicide', 'every', 'hour', 'west', 'virginia']"
228,Darrell Steinberg,"""90,000 Californians are unsheltered and homeless.""",true,californian unsheltered homeless,51,32,1,6,5.0,4,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,"['californian', 'unsheltered', 'homeless']"
229,Andrew Napolitano,"The impeachment inquiry hearings ""going on behind closed doors over which Congressman Schiff is presiding—they are consistent with the rules"" of the U.S. House of Representatives.",true,impeachment inquiry hearing going behind closed door congressman schiff presiding consistent rule u house representative,179,120,1,21,68.03999999999998,5,0.3448275862068966,0.0,0.10344827586206896,0.06896551724137931,0.10344827586206896,0.0,"['impeachment', 'inquiry', 'hearing', 'going', 'behind', 'closed', 'door', 'congressman', 'schiff', 'presiding', 'consistent', 'rule', 'u', 'house', 'representative']"
230,Brett McGurk,"""President Trump has sent 14,000 American troops to the (Middle East) region since May. So he can't tell his political rallies that he's getting troops out of endless wars when he's sending 14 times the amount back into the region.""",true,president trump sent american troop middle east region since may tell political rally getting troop endless war sending time amount back region,232,143,2,33,67.24,10,0.2857142857142857,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.061224489795918366,0.0,"['president', 'trump', 'sent', 'american', 'troop', 'middle', 'east', 'region', 'since', 'may', 'tell', 'political', 'rally', 'getting', 'troop', 'endless', 'war', 'sending', 'time', 'amount', 'back', 'region']"
231,Pete Buttigieg,"Americans ""say that what they want is a choice"" to join a single-payer system like Medicare rather than ending private insurance.",true,american say want choice join single payer system like medicare rather ending private insurance,129,95,1,19,123.47999999999988,4,0.20833333333333334,0.041666666666666664,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,"['american', 'say', 'want', 'choice', 'join', 'single', 'payer', 'system', 'like', 'medicare', 'rather', 'ending', 'private', 'insurance']"
232,Joe Manchin,"""West Virginia Department of Education reported over 10,000 children and youth have been identified as homeless for the 2018-2019 school year.""",true,west virginia department education reported child youth identified homeless school year,143,87,1,21,19.0,5,0.375,0.0,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.0,"['west', 'virginia', 'department', 'education', 'reported', 'child', 'youth', 'identified', 'homeless', 'school', 'year']"
233,Glenn Grothman,"Millionaires are eligible for food stamps, but ""Donald Trump came along and decided to put a stop to it.""",true,millionaire eligible food stamp donald trump came along decided put stop,105,72,1,17,101.07999999999991,4,0.2608695652173913,0.043478260869565216,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.0,"['millionaire', 'eligible', 'food', 'stamp', 'donald', 'trump', 'came', 'along', 'decided', 'put', 'stop']"
234,David McKinley,"""About 95 percent of America’s production of ethylene is produced on the Gulf Coast in Texas and Louisiana.""",true,percent america production ethylene produced gulf coast texas louisiana,108,71,1,16,80.91999999999999,3,0.391304347826087,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,"['percent', 'america', 'production', 'ethylene', 'produced', 'gulf', 'coast', 'texas', 'louisiana']"
235,Josh Hawley,"""Meth production in MO has cratered over last decade. MO Hwy Patrol reported 1,326 meth lab seizures in 2006, only 50 in 2018.""",true,meth production mo cratered last decade mo hwy patrol reported meth lab seizure,127,79,2,18,19.202901234567904,6,0.32142857142857145,0.0,0.07142857142857142,0.03571428571428571,0.0,0.0,"['meth', 'production', 'mo', 'cratered', 'last', 'decade', 'mo', 'hwy', 'patrol', 'reported', 'meth', 'lab', 'seizure']"
236,Donald Trump,"Minneapolis ""city government preemptively informed the Target Center that it would be responsible for $530,000 in security and other costs"" related to a Trump rally, ""more than 26 times the estimated security costs for a 2009 Target Center health care rally held by President Barack Obama.""",true,minneapolis city government preemptively informed target center would responsible security cost related trump rally time estimated security cost target center health care rally held president barack obama,290,204,1,34,64.715,8,0.3584905660377358,0.018867924528301886,0.07547169811320754,0.05660377358490566,0.07547169811320754,0.0,"['minneapolis', 'city', 'government', 'preemptively', 'informed', 'target', 'center', 'would', 'responsible', 'security', 'cost', 'related', 'trump', 'rally', 'time', 'estimated', 'security', 'cost', 'target', 'center', 'health', 'care', 'rally', 'held', 'president', 'barack', 'obama']"
237,Donald Trump,"Says in the 2016 presidential election, ""I won that one by 42 points -- 42 points -- West Virginia.""",true,say presidential election one point point west virginia,100,55,1,13,54.88000000000004,8,0.21739130434782608,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,"['say', 'presidential', 'election', 'one', 'point', 'point', 'west', 'virginia']"
238,Gwen Moore,"""More than half of death row prisoners are people of color.""",true,half death row prisoner people color,60,36,1,9,33.879999999999995,3,0.42857142857142855,0.0,0.07142857142857142,0.0,0.0,0.0,"['half', 'death', 'row', 'prisoner', 'people', 'color']"
239,Roy Blunt,"""U.S. agricultural & food exports are expected to increase more than $2 billion annually under #USMCA""",true,u agricultural food export expected increase billion annually usmca,102,67,1,16,15.0,7,0.2,0.0,0.15,0.05,0.0,0.0,"['u', 'agricultural', 'food', 'export', 'expected', 'increase', 'billion', 'annually', 'usmca']"
240,Josh Kaul,"Says people convicted of felonies or under restraining orders ""can buy a firearm without going through a background check.""",true,say people convicted felony restraining order buy firearm without going background check,123,88,1,17,101.07999999999991,3,0.2727272727272727,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,"['say', 'people', 'convicted', 'felony', 'restraining', 'order', 'buy', 'firearm', 'without', 'going', 'background', 'check']"
241,Sheldon Whitehouse,"""One unnamed donor gave $17 million to the Leo-affiliated Judicial Crisis Network to block the nomination of Judge Merrick Garland and to support Gorsuch; then a donor — perhaps the same one — gave another $17 million to prop up Kavanaugh.""",true,one unnamed donor gave million leo affiliated judicial crisis network block nomination judge merrick garland support gorsuch donor perhaps one gave another million prop kavanaugh,240,178,1,24,42.59111111111112,7,0.2765957446808511,0.0,0.10638297872340426,0.06382978723404255,0.10638297872340426,0.0,"['one', 'unnamed', 'donor', 'gave', 'million', 'leo', 'affiliated', 'judicial', 'crisis', 'network', 'block', 'nomination', 'judge', 'merrick', 'garland', 'support', 'gorsuch', 'donor', 'perhaps', 'one', 'gave', 'another', 'million', 'prop', 'kavanaugh']"
242,Arlen Parsa,"Thirty-four of the 47 men depicted in the famous ""Declaration of Independence"" painting were slaveholders.",true,thirty four men depicted famous declaration independence painting slaveholder,106,77,1,11,27.439999999999994,4,0.2777777777777778,0.0,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,"['thirty', 'four', 'men', 'depicted', 'famous', 'declaration', 'independence', 'painting', 'slaveholder']"
243,Beto O'Rourke,"""There are 390 million guns out on the streets of a country of 329 million people.""",true,million gun street country million people,83,41,1,12,27.439999999999994,3,0.21052631578947367,0.0,0.05263157894736842,0.0,0.10526315789473684,0.0,"['million', 'gun', 'street', 'country', 'million', 'people']"
244,Samuel Sinyangwe,"""America has more governors who’ve worn blackface than black governors.""",true,america governor worn blackface black governor,72,46,1,10,28.000000000000007,3,0.26666666666666666,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,"['america', 'governor', 'worn', 'blackface', 'black', 'governor']"
245,Whoopi Goldberg,"""The last time people (created a Hollywood blacklist), people ended up killing themselves … They were accused, and they lost their right to work.""",true,last time people created hollywood blacklist people ended killing accused lost right work,146,89,1,20,80.63999999999997,7,0.1935483870967742,0.12903225806451613,0.25806451612903225,0.03225806451612903,0.06451612903225806,0.0,"['last', 'time', 'people', 'created', 'hollywood', 'blacklist', 'people', 'ended', 'killing', 'accused', 'lost', 'right', 'work']"
246,Dave Aronberg,"Florida’s red flag gun law has been used ""about five times a day.""",true,florida red flag gun law used five time day,66,43,1,13,13.0,3,0.4444444444444444,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,"['florida', 'red', 'flag', 'gun', 'law', 'used', 'five', 'time', 'day']"
247,Elizabeth Warren,"""The law says that mental health must be treated the same as physical health,"" but coverage by health insurers is unequal.",true,law say mental health must treated physical health coverage health insurer unequal,122,82,1,19,41.15999999999999,4,0.24,0.0,0.08,0.16,0.08,0.0,"['law', 'say', 'mental', 'health', 'must', 'treated', 'physical', 'health', 'coverage', 'health', 'insurer', 'unequal']"
248,Michael Bloomberg,"""If you go back, you can see Wayne LaPierre, who runs the NRA, testifying in front of Congress in favor of background checks 15 or 20 years ago.""",true,go back see wayne lapierre run nra testifying front congress favor background check year ago,145,92,1,22,63.09333333333332,6,0.2647058823529412,0.058823529411764705,0.08823529411764706,0.0,0.029411764705882353,0.0,"['go', 'back', 'see', 'wayne', 'lapierre', 'run', 'nra', 'testifying', 'front', 'congress', 'favor', 'background', 'check', 'year', 'ago']"
249,Tammy Baldwin,"""More Americans are uninsured today than when (President Donald) Trump took office.""",true,american uninsured today president donald trump took office,84,59,1,12,12.0,5,0.35294117647058826,0.0,0.11764705882352941,0.058823529411764705,0.0,0.0,"['american', 'uninsured', 'today', 'president', 'donald', 'trump', 'took', 'office']"
250,Beto O'Rourke,"Says of El Paso that some years, ""in a city of almost 700,000, we had five murders the entire year. Our average over the last 10 years is 18 (murders per year). We exceeded that average just on one day"" after a gunman opened fire at a Walmart in the city.",true,say el paso year city almost five murder entire year average last year murder per year exceeded average one day gunman opened fire walmart city,255,143,3,37,49.62461538461538,10,0.26666666666666666,0.05,0.05,0.05,0.13333333333333333,0.0,"['say', 'el', 'paso', 'year', 'city', 'almost', 'five', 'murder', 'entire', 'year', 'average', 'last', 'year', 'murder', 'per', 'year', 'exceeded', 'average', 'one', 'day', 'gunman', 'opened', 'fire', 'walmart', 'city']"
251,Bobby Scott,"""Studies show at the minimum wage, you can’t rent a two-bedroom apartment anywhere in the United States...a modest, two-bedroom apartment.""",true,study show minimum wage rent two bedroom apartment anywhere united state modest two bedroom apartment,139,101,1,16,30.870000000000005,10,0.27586206896551724,0.034482758620689655,0.06896551724137931,0.13793103448275862,0.13793103448275862,0.0,"['study', 'show', 'minimum', 'wage', 'rent', 'two', 'bedroom', 'apartment', 'anywhere', 'united', 'state', 'modest', 'two', 'bedroom', 'apartment']"
252,Steve McCraw,"Since 2014, there has been a 25% reduction in crime in communities at the Texas-Mexico border.",true,since reduction crime community texas mexico border,94,51,1,14,54.88000000000004,4,0.3157894736842105,0.0,0.05263157894736842,0.0,0.10526315789473684,0.0,"['since', 'reduction', 'crime', 'community', 'texas', 'mexico', 'border']"
253,Facebook posts,"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund"" while Sen. Rand Paul ""voted no.""",true,rep ilhan omar voted yes provide funding first responder victim fund sen rand paul voted,132,88,1,20,123.47999999999988,10,0.3448275862068966,0.0,0.10344827586206896,0.06896551724137931,0.06896551724137931,0.0,"['rep', 'ilhan', 'omar', 'voted', 'yes', 'provide', 'funding', 'first', 'responder', 'victim', 'fund', 'sen', 'rand', 'paul', 'voted']"
254,Bloggers,"""Triggering leftists, Trump's reelection campaign is selling plastic straws.""",true,triggering leftist trump reelection campaign selling plastic straw,77,66,1,9,10.0,5,0.35714285714285715,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,"['triggering', 'leftist', 'trump', 'reelection', 'campaign', 'selling', 'plastic', 'straw']"
255,Donald Trump,"""Food Stamp participation hits 10 year low.""",true,food stamp participation hit year low,44,37,1,7,6.0,3,0.5,0.0,0.0,0.0,0.0,0.0,"['food', 'stamp', 'participation', 'hit', 'year', 'low']"
256,Cory Booker,"""In 2017, we had more marijuana possession arrests in our country than all other violent crimes combined.""",true,marijuana possession arrest country violent crime combined,106,58,1,17,71.68,4,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.0,"['marijuana', 'possession', 'arrest', 'country', 'violent', 'crime', 'combined']"
257,Bernie Sanders,"""The wealthiest three families now own more wealth than the bottom half of the country.""",true,wealthiest three family wealth bottom half country,88,50,1,13,31.50000000000001,3,0.2222222222222222,0.0,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.0,"['wealthiest', 'three', 'family', 'wealth', 'bottom', 'half', 'country']"
258,Ta-Nehisi Coates,"""The typical black family in this country has one-tenth the wealth of the typical white family.""",true,typical black family country one tenth wealth typical white family,96,66,1,12,17.92,4,0.21052631578947367,0.0,0.0,0.2631578947368421,0.21052631578947367,0.0,"['typical', 'black', 'family', 'country', 'one', 'tenth', 'wealth', 'typical', 'white', 'family']"
259,Scott Walker,"""Wisconsin is a Top 10 state for health care coverage.""",true,wisconsin top state health care coverage,55,40,1,10,9.0,3,0.38461538461538464,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,"['wisconsin', 'top', 'state', 'health', 'care', 'coverage']"
260,Beto O'Rourke,"In 2018, when he ran for senator, ""young voter turnout in early voting was up 500%. We won more votes than any Democrat has in the history of the state of Texas.""",true,ran senator young voter turnout early voting vote democrat history state texas,162,78,2,25,42.945497630331765,7,0.2564102564102564,0.05128205128205128,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.0,"['ran', 'senator', 'young', 'voter', 'turnout', 'early', 'voting', 'vote', 'democrat', 'history', 'state', 'texas']"
261,Mark Pocan,"""The United States is the ONLY industrialized country without universal healthcare.""",true,united state industrialized country without universal healthcare,84,64,1,11,33.879999999999995,3,0.35714285714285715,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,"['united', 'state', 'industrialized', 'country', 'without', 'universal', 'healthcare']"
262,Ron Johnson,"""Just the last three weeks, on average about 23,000 women, children, men are coming over across the border illegally as family units or as unaccompanied children.""",true,last three week average woman child men coming across border illegally family unit unaccompanied child,163,102,1,22,58.33333333333334,7,0.28125,0.0,0.0625,0.0625,0.0625,0.0,"['last', 'three', 'week', 'average', 'woman', 'child', 'men', 'coming', 'across', 'border', 'illegally', 'family', 'unit', 'unaccompanied', 'child']"
263,Ray Cross,"""Most research shows that (UW salaries) are a little behind, and (in) some areas we're behind more than others.""",true,research show uw salary little behind area behind others,112,56,1,19,111.99999999999991,9,0.21428571428571427,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.0,"['research', 'show', 'uw', 'salary', 'little', 'behind', 'area', 'behind', 'others']"
264,Seth Moulton,"""The VA negotiates prescription drug prices. Medicare doesn't do that.""",true,va negotiates prescription drug price medicare,71,46,2,10,11.0,5,0.26666666666666666,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,"['va', 'negotiates', 'prescription', 'drug', 'price', 'medicare']"
265,Tulsi Gabbard,"Says immigrant military service members applying for U.S. citizenship ""are getting rejected at higher numbers than those who are not veterans.""",true,say immigrant military service member applying u citizenship getting rejected higher number veteran,143,99,1,21,135.52000000000015,5,0.25,0.0,0.20833333333333334,0.08333333333333333,0.041666666666666664,0.0,"['say', 'immigrant', 'military', 'service', 'member', 'applying', 'u', 'citizenship', 'getting', 'rejected', 'higher', 'number', 'veteran']"
266,Chris Taylor,"""We saw the prison population expand and vacancy rates for correctional officers go from 2.9% to 15.2%"" over the last eight years.",true,saw prison population expand vacancy rate correctional officer go last eight year,130,81,1,20,111.99999999999991,7,0.3333333333333333,0.037037037037037035,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.0,"['saw', 'prison', 'population', 'expand', 'vacancy', 'rate', 'correctional', 'officer', 'go', 'last', 'eight', 'year']"
267,John Hickenlooper,"""We beat the NRA with tough, tough gun laws"" in Colorado.",true,beat nra tough tough gun law colorado,57,37,1,11,33.879999999999995,4,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,"['beat', 'nra', 'tough', 'tough', 'gun', 'law', 'colorado']"
268,Justin Amash,"""In fact, ‘high Crimes and Misdemeanors’ is not defined in the Constitution and does not require corresponding statutory charges. The context implies conduct that violates the public trust—and that view is echoed by the Framers of the Constitution and early American scholars.""",true,fact high crime misdemeanor defined constitution require corresponding statutory charge context implies conduct violates public trust view echoed framer constitution early american scholar,277,188,2,26,43.45090909090909,5,0.2653061224489796,0.0,0.10204081632653061,0.10204081632653061,0.12244897959183673,0.0,"['fact', 'high', 'crime', 'misdemeanor', 'defined', 'constitution', 'require', 'corresponding', 'statutory', 'charge', 'context', 'implies', 'conduct', 'violates', 'public', 'trust', 'view', 'echoed', 'framer', 'constitution', 'early', 'american', 'scholar']"
269,Kirsten Gillibrand,"""I actually in 2005 ran on Medicare for all.""",true,actually ran medicare,45,21,1,9,8.0,3,0.16666666666666666,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,"['actually', 'ran', 'medicare']"
